model,serial,chassis_serial,disk,cpu,mem,gpu
PowerEdgeFC830,GVX9B03,GW05B03,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018Y,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018X,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018Z,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018Q,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018R,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018V,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018W,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M27340190,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M2734018T,2M2734019C,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,BSC4JK2,BSRVWK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,BSCVWK2,BSRVWK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,BSCTWK2,BSRVWK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,BSCSWK2,BSRVWK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M27340199,2M2734019B,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M27340198,2M2734019B,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,,,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2m27340195,2M2734019B,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,,,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M27340196,2M2734019B,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,,,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,,,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M27340192,2M2734019B,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M27340191,2M2734019B,4x HP EG1800JFHMH (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,256,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,B6PFBZ2,B6FPRZ2,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,B6PGBZ2,B6FPRZ2,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C78R482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C78P482,C7TV482,"1x SEAGATE ST1200MM0088 (SAS - 1.09 TB),1x TOSHIBA AL14SEB120N (SAS - 1.09 TB)",2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C780582,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C77Y482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C78N482,C7TV482,"2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),1x DELL [12:0:0:0] (USB - 7.42 GB)",2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C78Q482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C77Z482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C77V482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C78M482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,C77X482,C7TV482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,391LHK2,393CHK2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,391KHK2,393CHK2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL560Gen9,2M263001GS,2M263001GS,"7x HP EG1200JETKC (SAS - 1.09 TB),1x HP EG001200JWJNQ (SAS - 1.09 TB)",4x Corporation Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,4JT7RP2,4JN9RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,4JT6RP2,4JN9RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,2PGDCP2,2PKCCP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,2PGCCP2,2PKCCP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,GVXDB03,GW06B03,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,GVXCB03,GW06B03,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,4JS6RP2,4JN5RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,4JS5RP2,4JN5RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,2YLZQP2,2YLZQP2,"2x SSDSC2KG480G7R (SSD - 447.13 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,2Q1CCP2,2PLDCP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,2Q1BCP2,2PLDCP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,24CBHH2,24BBHH2,"6x MZ7KM960HAHP00D3 (SSD - 894.25 GB),2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB)",4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,24D5HH2,24BBHH2,"1x MZ7KM960HAHP00D3 (SSD - 894.25 GB),6x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB)",4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,2YM0RP2,2YM0RP2,"2x SSDSC2KG480G7R (SSD - 447.13 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,3DLZNX2,3DLZNX2,"2x SSDSC2KG480G8R (RAID - 446.62 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL560Gen9,2M263001GN,2M263001GN,8x HP EG1200JETKC (SAS - 1.09 TB),4x Corporation Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL560Gen9,2M263001GH,2M263001GH,"7x HP EG1200JETKC (SAS - 1.09 TB),1x HP EG1200JETKC (y - 1.09 TB)",4x Corporation Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,J2B2MN2,J1Z1MN2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,J2B1MN2,J1Z1MN2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL580Gen9,MXQ72302KM,MXQ72302KM,2x MO1600KEFHQ (NVMe - 1.46 TB),4x Corporation Intel(R) Xeon(R) CPU E7-8891 v4 @ 2.80GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,2WW8JN2,2X32JN2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,1920,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL580Gen9,MXQ72307ZB,MXQ72307ZB,"2x VK000480GWCFE (SATA - 447.13 GB),4x MO1600KEFHQ (NVMe - 1.46 TB)",4x Corporation Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,3072,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,6RG7SZ2,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CKDB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CLGB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CKFB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CLDB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CLFB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CKGB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CMDB03,8CYGB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GKQPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GMRPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GMPPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GKSPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLRPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GMLPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLNPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLLPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GMNPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLQPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GKRPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GMQPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLSPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GMMPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLPPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,3GLMPD2,3G6NPD2,4x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,2YMZQP2,2YMZQP2,"2x SSDSC2KG480G7R (RAID - 446.62 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CGGB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CHDB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CFGB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CFHB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CGFB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,6RGBSZ2,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CGHB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CGDB03,8CYDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ61803PW,MXQ61803PW,"22x HP EG1200JETKC (SAS - 1.09 TB),1x VK0800GEFJK (y - 745.21 GB),3x VK0800GEFJK (SATA - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBRDH2,JVDLDH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBSHH2,JVDLDH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBSDH2,JVDLDH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBRHH2,JVDLDH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR820,82CLB42,82CLB42,"5x ST1200MM0088 (RAID - 1.09 TB),1x AL15SEB120NY (RAID - 1.09 TB),2x Dell Express Flash NVMe 800GB (NVMe - 745.21 GB)",4x Intel(R) Xeon(R) CPU E5-4627 v2 @ 3.30GHz,1536,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ70507HP,MXQ70507HP,"2x VK0480GEYJR (SATA - 447.13 GB),2x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,5XDNKB2,5WHNKB2,"2x INTEL SSDSC2BX40 (RAID - 372.61 GB),2x INTEL SSDSC2BX80 (RAID - 745.21 GB)",4x Intel(R) Xeon(R) CPU E5-4669 v3 @ 2.10GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,5XDPKB2,5WHNKB2,"2x INTEL SSDSC2BX40 (RAID - 372.61 GB),2x INTEL SSDSC2BX80 (RAID - 745.21 GB)",4x Intel(R) Xeon(R) CPU E5-4669 v3 @ 2.10GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ72700VK,MXQ72700VK,2x VK000480GWCFE (SSD - 447.13 GB),2x Corporation Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDRGB2,HBJMGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDTGB2,HBJMGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDSGB2,HBJMGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),1x THNSF8800CAME (SSD - 745.21 GB),1x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDQGB2,HBJMGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HB9YGB2,HC1RGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBB0HB2,HC1RGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
