model,serial,chassis_serial,disk,cpu,mem,gpu
ProLiantXL230aGen9,2M260901HM,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HN,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HK,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HJ,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HH,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GF,0000000000,"1x HP EG1800JEHMD (y - 1.64 TB),3x HP EG1800JEHMD (SAS - 1.64 TB)",2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HG,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HP,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HF,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GT,0000000000,"1x HP EG1800JEMDB (SAS - 1.64 TB),3x HP EG1800JEHMD (SAS - 1.64 TB)",2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GV,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GW,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GS,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H1,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H1,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H0,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GZ,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GY,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GX,0000000000,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GR,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GP,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GG,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GQ,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GK,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GH,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GM,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GL,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901GN,2M260901HQ,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GVWKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GVYKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GWWKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GW0LB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GWXKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GVZKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GWVKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,4GVXKB2,5WXWKB2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DNK482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DNG482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DPF482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DPD482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DND482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DNH482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DNJ482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9DNF482,9JMJ482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB531Q2,HBP21Q2,1x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB611Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB551Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB521Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB561Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB601Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB541Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB621Q2,HBP21Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,3DMWNX2,3DMWNX2,"2x SSDSC2KG480G8R (RAID - 446.62 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,2YNXQP2,2YNXQP2,"2x SSDSC2KG480G7R (RAID - 446.62 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9GFL482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,B0KD482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9GFF482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9GGD482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9GFJ482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,B0KF482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,B0JK482,9H0H482,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9GFK482,9H0H482,"2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),1x Philips [10:0:0:0] (USB - 14.46 GB)",2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB751Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB841Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,DR65DH2,HBP41Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB801Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB821Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB851Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB811Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB831Q2,HBP41Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77H3LH2,793YKH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77GXKH2,793YKH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77GYKH2,793YKH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZCHK2,JQZDHK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZBXK2,JQZDHK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZBHL2,JQZDHK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZBHK2,JQZDHK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ70607DQ,MXQ70607DQ,"3x MK0960GFDKT (SATA - 894.25 GB),4x VK0480GFDKH (SATA - 447.13 GB),1x MK000960GWCFA (SATA - 894.25 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,512,"1x nVidia Corporation,1x Matrox Graphics Inc. (VGA Controller)"
PowerEdgeR920,JNSXX12,JNSXX12,"2x INTEL SSDSC2BA80 (RAID - 745.21 GB),2x INTEL SSDSC2BA40 (RAID - 372.61 GB)",4x Intel(R) Xeon(R) CPU E7-4880 v2 @ 2.50GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,J2B5MN2,J1Z3MN2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBB2HB2,HC1SGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBB3HB2,HC1SGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBB1HB2,HC1SGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBBLGB2,HC1SGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBG1HB2,HC3MGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFZGB2,HC3MGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBG0HB2,HC3MGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBG2HB2,HC3MGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51D3LH2,5193LH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51CZKH2,5193LH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,DRYFZV2,5193LH2,1x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,H9M31Q2,5193LH2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51DZKH2,5193LH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51D4LH2,5193LH2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ72700VH,MXQ72700VH,2x VK000480GWCFE (SSD - 447.13 GB),2x Corporation Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBBQGB2,HC1TGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBBMGB2,HC1TGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBBPGB2,HC1TGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBBNGB2,HC1TGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDXGB2,HBJNGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDVGB2,HBJNGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDYGB2,HBJNGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDWGB2,HBJNGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFVGB2,HC3LGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFXGB2,HC3LGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFWGB2,HC3LGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFYGB2,HC3LGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ61803PR,MXQ61803PR,"21x HP EG1200JETKC (SAS - 1.09 TB),1x HP EG1200JETKC (y - 1.09 TB),4x VK0800GEFJK (SSD - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR820,82CNB42,82CNB42,"5x ST1200MM0088 (RAID - 1.09 TB),1x ST1200MM0088 (y - 1.09 TB),2x Dell Express Flash NVMe 800GB (NVMe - 745.21 GB)",4x Intel(R) Xeon(R) CPU E5-4627 v2 @ 3.30GHz,1536,1x Matrox Graphics Inc. (VGA Controller)
